title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	description.2	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	data_processing.6	data_processing.7	data_processing.8	platform_id	contact_name	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	batch:ch1	condition:ch1
Trisomic, Monocyte, Male, 12 Year old [T21_M12YR_5312016]	GSM2241557	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	Monocyte	Homo sapiens	condition: Trisomic	batch: B	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from Monocyte cells	HTSeq_in_mon_counts.txt.gz	T21_M12YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415252	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959653	NONE	B	Trisomic
Trisomic, Monocyte, Male, 13 Year old [T21_M13YR_5312016]	GSM2241558	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	Monocyte	Homo sapiens	condition: Trisomic	batch: B	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from Monocyte cells	HTSeq_in_mon_counts.txt.gz	T21_M13YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415253	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959654	NONE	B	Trisomic
Trisomic, Monocyte, Female, 4 Year old [T21_F4YR_5312016]	GSM2241559	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	Monocyte	Homo sapiens	condition: Trisomic	batch: B	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from Monocyte cells	HTSeq_in_mon_counts.txt.gz	T21_F4YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415254	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959655	NONE	B	Trisomic
Trisomic, Monocyte, Female, 33 Year old [T21_M33YR_5312016]	GSM2241560	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	Monocyte	Homo sapiens	condition: Trisomic	batch: B	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from Monocyte cells	HTSeq_in_mon_counts.txt.gz	T21_M33YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415255	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959656	NONE	B	Trisomic
Disomic, Monocyte, Male, 22 Year old [D21_F22YR_5312016]	GSM2241561	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	Monocyte	Homo sapiens	condition: Disomic	batch: B	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from Monocyte cells	HTSeq_in_mon_counts.txt.gz	D21_F22YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415256	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959657	NONE	B	Disomic
Disomic, Monocyte, Male, 31 Year old [D21_F31YR_5312016]	GSM2241562	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	Monocyte	Homo sapiens	condition: Disomic	batch: B	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from Monocyte cells	HTSeq_in_mon_counts.txt.gz	D21_F31YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415257	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959658	NONE	B	Disomic
Disomic, Monocyte, Male, 38 Year old [D21_M38YR_5312016]	GSM2241563	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	Monocyte	Homo sapiens	condition: Disomic	batch: B	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from Monocyte cells	HTSeq_in_mon_counts.txt.gz	D21_M38YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415258	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959659	NONE	B	Disomic
Trisomic, T cells, Male, 32 Year old [T21_F32YR]	GSM2241564	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Trisomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	T21_F32YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415259	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959660	NONE	C	Trisomic
Trisomic, T cells, Female, 45 Year old [T21_F45YR]	GSM2241565	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Trisomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	T21_F45YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415208	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959661	NONE	C	Trisomic
Trisomic, T cells, Female, 13 Year old [T21_M13YRA]	GSM2241566	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Trisomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	T21_M13YRA	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415209	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959662	NONE	C	Trisomic
Trisomic, T cells, Female, 13 Year old [T21_M13YRB]	GSM2241567	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Trisomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	T21_M13YRB	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415210	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959663	NONE	C	Trisomic
Disomic, T cells, Female, 17 Year old [D21_F17YR]	GSM2241568	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Disomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	D21_F17YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415211	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959664	NONE	C	Disomic
Trisomic, T cells, Male, 4 Year old [T21_F4YR]	GSM2241569	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Trisomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	T21_F4YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415212	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959665	NONE	C	Trisomic
Disomic, T cells, Male, 31 Year old [D21_M31YR]	GSM2241570	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Disomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	D21_M31YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415213	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959666	NONE	C	Disomic
Disomic, T cells, Female, 38 Year old [D21_M38YRA]	GSM2241571	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Disomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	D21_M38YRA	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415214	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959667	NONE	C	Disomic
Disomic, T cells, Female, 29 Year old [D21_F29YR]	GSM2241572	Public on Jul 29 2016	Jul 18 2016	Dec 03 2021	SRA	1	T cells	Homo sapiens	condition: Disomic	batch: C	polyA RNA	RNA was prepared using the AllPrep Kit from Qiagen	Libraries were prepared using the Truseq Stranded Kit from Illumina	9606	polyA RNA from T cells	HTSeq_in_tcells_counts.txt.gz	D21_F29YR	Basecalls performed using bcl2fastq_v1.8.4 with the following options (--mismatches 1 fastq-cluster-count 0 )	FASTQC v0.11.2 was used to determine sequence quality	fastqc-mcf was used to trim low quality bases, adapters and N content from 3’ end (<q10). Removed reads that were shorter than 30bp after trimming	Reads were mapped using Tophat2 (v2.0.13) with the following options (--b2-sensitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand)	Reads with MAPQ > 10 were kept using Samtools (v0.1.19)	Reads were coordinate sorted and duplicates were marked using Picard (v1.129)	Raw count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty)	Genome_build: hg19	Supplementary_files_format_and_content: Tab delimited text files containing raw gene counts for each sample	GPL20301	Matthew,D,Galbraith	Pharmacology & Linda Crnic Institute for Down Syndrome	University of Colorado Anschutz Medical Campus	RC1-N, Mail Stop 8303, Rm. P18-6114 12800 E. 19th Ave.	Aurora	CO	80045	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05415215	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1959668	NONE	C	Disomic
