title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	growth_protocol_ch1	growth_protocol_ch1.1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell line type:ch1	cell type:ch1	treatment:ch1
iPS cell line Trisomy (31627H) No Dox Replicate 2	GSM5086610	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Trisomy (31627H) No Dox Replicate 2	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Trisomy (31627H)	treatment: control	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	TRI31627HND_Rep2	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925309	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110256	NONE	Trisomy (31627H)	induced pluripotent stem cells	control
iPS cell line Trisomy (31627H) Dox Replicate 1	GSM5086611	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Trisomy (31627H) Dox Replicate 1	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Trisomy (31627H)	treatment: doxycycline	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	TRI31627HD_Rep1	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925308	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110257	NONE	Trisomy (31627H)	induced pluripotent stem cells	doxycycline
iPS cell line Trisomy (31627H) Dox Replicate 2	GSM5086612	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Trisomy (31627H) Dox Replicate 2	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Trisomy (31627H)	treatment: doxycycline	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	TRI31627HD_Rep2	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925307	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110258	NONE	Trisomy (31627H)	induced pluripotent stem cells	doxycycline
iPS cell line Trisomy (32436B) No Dox Replicate 1	GSM5086613	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Trisomy (32436B) No Dox Replicate 1	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Trisomy (32436B)	treatment: control	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	TRI32436BND_Rep1	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925306	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110259	NONE	Trisomy (32436B)	induced pluripotent stem cells	control
iPS cell line Trisomy (32436B) No Dox Replicate 2	GSM5086614	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Trisomy (32436B) No Dox Replicate 2	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Trisomy (32436B)	treatment: control	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	TRI32436BND_Rep2	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925305	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110260	NONE	Trisomy (32436B)	induced pluripotent stem cells	control
iPS cell line Trisomy (32436B) Dox Replicate 1	GSM5086615	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Trisomy (32436B) Dox Replicate 1	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Trisomy (32436B)	treatment: doxycycline	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	TRI32436BD_Rep1	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925304	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110261	NONE	Trisomy (32436B)	induced pluripotent stem cells	doxycycline
iPS cell line Trisomy (32436B) Dox Replicate 2	GSM5086616	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Trisomy (32436B) Dox Replicate 2	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Trisomy (32436B)	treatment: doxycycline	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	TRI32436BD_Rep2	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925303	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110262	NONE	Trisomy (32436B)	induced pluripotent stem cells	doxycycline
iPS cell line Disomy (32316) No Dox Replicate 1	GSM5086617	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Disomy (32316) No Dox Replicate 1	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Disomy (32316)	treatment: control	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	DIS32316ND_Rep1	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925302	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110263	NONE	Disomy (32316)	induced pluripotent stem cells	control
iPS cell line Disomy (32316) No Dox Replicate 2	GSM5086618	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Disomy (32316) No Dox Replicate 2	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Disomy (32316)	treatment: control	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	DIS32316ND_Rep2	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925301	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110264	NONE	Disomy (32316)	induced pluripotent stem cells	control
iPS cell line Disomy (32316) Dox Replicate 1	GSM5086619	Public on Jul 05 2022	Feb 16 2021	Jul 05 2022	SRA	1	iPS cell line Disomy (32316) No Dox Replicate 1	Homo sapiens	cell type: induced pluripotent stem cells	cell line type: Disomy (32316)	treatment: doxycycline	- or + doxycycline (500 ng/ml); 6 days for iPS cells and 14 days for iPS-derived endothelial cells	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen).	iPS cells were grown in feeder free conditions on vitronectin coated plates and cultured in Essential E8 medium (Invitrogen). Differentiation of iPS cells into endothelial cells were adapted from Lian et al. (2014) and Patsch et al. (2015). Cells were treated with 8 uM CHIR99021 (Tocris Bioscience) for on day 0 and day 1, and 2 uM CHIR99021 on day 2-4. Day 5, cells were collected for CD34+ were selected using the CD34 MicroBead Kit (Miltenyi Biotec). Purified CD34 cells were cultured on collagen coated plates with EGM-2 media (Lonza) supplemented with 25 ng/ml VEGF165 (PEPROTECH).	polyA RNA	RNA samples were extracted using Trizol Reagent (ThermoFisher) adapted from the manufacturer’s instructions, using 100% ethanol in place of isopropanol. Precipitated RNA was resuspended in RNase- and DNase-free water and DNA digestion was performed using DNase I (Roche) with 2U/ul of RNasin Plus (Promega) for 1 hr at room temperature. RNeasy Mini Kit was used for RNA purification and DNase I removal following the RNA Cleanup protocol from the manufacturer’s instructions.	The NEBNext Ultra™ II Directional RNA Library Prep Kit for Illumina, NEBNext Poly(A) mRNA Magnetic Isolation Module, and NEBNext Multiplex Oligos for Illumina were used to prepare sequencing libraries following the manufacturer’s instructions (New England Biolabs, Inc). All libraries were prepared with 1 ug of starting RNA.	9606	IPSCD6_DE_Summary.tab.txt	DIS32316D_Rep1	For all samples, FastQC was used to evaluate quality of data.	Libraries were aligned to genome build GRch38 using HISAT2 (Kim et al., 2015, 2019)	Mapped reads were quantified using featureCounts (Liao et al., 2014).	Differential expression analysis was conducted by using the R package edgeR (McCarthy et al. 2012)	Genome_build: GRch38	Supplementary_files_format_and_content: Tab delimited files containg differentially expressed genes generated by edgeR within R (McCarthy et al., 2012)	GPL20301	Jennifer,Eunmi,Moon	Jennifer.Moon@umassmed.edu	University of Massachusetts Medical School	55 Lake Ave N	Worcester	MA	01655	USA	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17925300	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX10110265	NONE	Disomy (32316)	induced pluripotent stem cells	doxycycline
