title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell type:ch1	genotype/variation:ch1
RNAseq FMR1_KO_neuron_E02	GSM4299675	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/- neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051167	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687184	NONE	ESC derived neurons	FMR1y/- neurons
RNAseq FMR1_KO_neuron_H02	GSM4299676	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/- neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051205	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687185	NONE	ESC derived neurons	FMR1y/- neurons
RNAseq FMR1_KO_neuron_H03	GSM4299677	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/- neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051204	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687186	NONE	ESC derived neurons	FMR1y/- neurons
RNAseq FMR1_KO_neuron_H04	GSM4299678	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/- neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051203	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687187	NONE	ESC derived neurons	FMR1y/- neurons
RNAseq FMR1_KO_neuron_H05	GSM4299679	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/- neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051202	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687188	NONE	ESC derived neurons	FMR1y/- neurons
RNAseq FMR1_KO_stemcell_B01	GSM4299680	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/- hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051201	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687189	NONE	ESCs	FMR1y/- hPSCs
RNAseq FMR1_KO_stemcell_B02	GSM4299681	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/- hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051200	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687190	NONE	ESCs	FMR1y/- hPSCs
RNAseq FMR1_KO_stemcell_B03	GSM4299682	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/- hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051199	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687191	NONE	ESCs	FMR1y/- hPSCs
RNAseq FMR1_KO_stemcell_B04	GSM4299683	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/- hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051198	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687192	NONE	ESCs	FMR1y/- hPSCs
RNAseq FMR1_KO_stemcell_B05	GSM4299684	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/- hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051197	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687193	NONE	ESCs	FMR1y/- hPSCs
RNAseq FMR1_WT_neuron_E01	GSM4299685	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/+ neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051196	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687194	NONE	ESC derived neurons	FMR1y/+ neurons
RNAseq FMR1_WT_neuron_G03	GSM4299686	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/+ neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051195	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687195	NONE	ESC derived neurons	FMR1y/+ neurons
RNAseq FMR1_WT_neuron_G05	GSM4299687	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/+ neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051194	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687196	NONE	ESC derived neurons	FMR1y/+ neurons
RNAseq FMR1_WT_neuron_G06	GSM4299688	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/+ neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051193	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687197	NONE	ESC derived neurons	FMR1y/+ neurons
RNAseq FMR1_WT_neuron_H01	GSM4299689	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: ESC derived neurons	genotype/variation: FMR1y/+ neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051166	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687198	NONE	ESC derived neurons	FMR1y/+ neurons
